tempo (s),modo_1,modo_2,modo_3,modo_4,modo_5,modo_6,modo_7,modo_8,modo_9,modo_10,modo_11,modo_12,modo_13,modo_14,modo_15,modo_16,modo_17,modo_18,modo_19,modo_20
0.2494331065759637,-9.648342799325231e-07,-2.621253042306974e-07,1.4150215328740264e-07,-1.0679385126709143e-07,-9.44374589620764e-08,3.749437338097412e-08,1.2727104045569956e-07,1.3628130913590624e-08,1.0697236371261768e-08,1.1978530046853303e-07,2.4849792745052593e-08,-4.2315859561278724e-08,-1.0982248182534239e-08,-3.969566203581211e-09,-4.501277391084622e-09,1.1279993972009368e-08,3.755709868888287e-09,-4.5782395023688105e-10,2.1446914790361976e-09,1.0051076066785469e-08
0.272108843537415,-1.6746446878123995e-06,-5.195839588022712e-07,-2.0968458185689803e-07,9.775755664116358e-09,-2.1084349942728947e-08,1.384490588892157e-08,1.5918266333349103e-07,-1.359258346540355e-08,-2.015207434603034e-08,-7.023236579366965e-08,7.350998790525629e-08,7.603489458564095e-08,3.0232474028071064e-08,-3.098301417759374e-09,1.547591020766165e-08,6.261936183942664e-09,3.30993496206731e-09,-1.1494158558289491e-09,-3.616489878351548e-09,-8.047566399250642e-09
0.2947845804988662,-3.5455960203080204e-07,-7.094813919485515e-07,2.825360061691559e-07,-1.776231450245061e-08,-5.185107412068953e-08,-1.6338238544731005e-08,1.42103432038375e-07,-1.6007135253286167e-08,-2.3350954997328594e-08,-6.748778605609883e-08,7.986129063512454e-08,4.237047179907904e-09,-2.5919609595092004e-08,-3.451923249406149e-09,5.807036020880134e-09,-1.5525806680427121e-09,8.000684332676121e-09,3.060542572068487e-09,-5.2867738820058376e-09,-2.4087723980959908e-09
0.31746031746031744,1.7391308140914687e-06,-5.244500778327323e-07,-1.8102843227333036e-07,1.3587119509715095e-08,6.95409227588733e-08,1.0650740273695908e-08,9.998770876589461e-08,-9.682379148182793e-10,7.506964922913061e-09,5.873792492765113e-08,7.245168906830018e-09,2.6118427521145117e-08,7.633304777341687e-08,1.0964003134488896e-08,-1.988810212666668e-09,-2.9515076704019503e-09,2.1531373770538787e-08,1.547370916135899e-08,8.014809279691655e-09,8.108787835884263e-10
0.3401360544217687,3.281747410779186e-06,-1.963400286717924e-07,1.451710772683102e-07,1.350895083091727e-07,4.946338661630643e-08,-2.892863366399627e-08,1.694390957891825e-08,3.137394616081168e-09,5.227620135959812e-09,-9.944169821688355e-08,4.7401637393937167e-08,3.082958546111686e-08,-1.3046553861546341e-08,3.0127166441244975e-08,2.5846359859934e-09,3.3902146104681996e-09,4.364670502487962e-09,5.624879943505419e-09,2.6358295750944092e-08,1.8739816577056196e-08
0.36281179138321995,3.197990013187286e-06,-3.04084017152471e-07,8.611276986616411e-08,3.475260747710453e-08,1.5073121335202613e-08,1.506272215746087e-08,-1.0987532015146772e-08,5.097637726697703e-08,3.51232778179938e-08,7.908683966679611e-08,-5.303969489507762e-08,-4.725539108410357e-08,5.029459757715712e-08,2.0157867654226032e-08,8.88240824862355e-09,-9.80421614666047e-10,-1.0771286753182677e-08,3.7893401666843446e-10,-6.466547653190904e-09,9.673018278515813e-09
0.3854875283446712,1.8754640125833954e-06,-3.0761202370756904e-07,7.993391159478025e-08,1.5591312418562838e-07,4.8311967808451545e-08,1.1501917682682318e-08,-7.978710549107832e-08,7.968481480550924e-09,-6.842428531808837e-09,1.2476530049161953e-08,-6.2187524546307504e-09,1.4184019747472065e-08,-1.731514035447967e-08,-1.9914662281912505e-08,9.954215808318221e-09,-3.0246886503540116e-09,-4.499322266234587e-09,1.1847465032344044e-09,-1.993446167061117e-08,-1.844353461872831e-08
0.40816326530612246,3.042526701931134e-07,-9.615388429451159e-08,3.0797687077579786e-07,2.1159119446440334e-08,9.5263071975024e-08,1.8649932046550012e-08,-1.1127503248021039e-07,3.3162331229386454e-08,-6.28555422975343e-09,3.6561314581373504e-10,-5.882726303839025e-08,-1.0606024087577195e-08,-2.9468527893251305e-08,-2.1346284434347754e-08,-1.979774810133884e-09,3.9908414542534776e-09,4.1534151692323356e-09,-1.7165717833419251e-09,1.103659801161136e-08,8.672386087270917e-09
0.4308390022675737,-3.473135897975233e-07,-5.336112329919453e-07,-2.6878016775839347e-09,1.0537396319368464e-07,4.7178672119628915e-08,3.3928214875340804e-09,-1.2869081751960023e-07,9.129036004409726e-09,2.5635963916643654e-08,3.627131960088158e-08,-1.5318675199160007e-08,9.722045817410156e-09,9.353379902983706e-10,-3.963089916811125e-09,-1.496047332644357e-08,-3.446594703082873e-09,3.279093082131872e-09,9.019911566528862e-10,-7.149074332251754e-09,1.0148856132629414e-09
0.45351473922902497,4.892239289693153e-07,-1.05262808801906e-06,-2.281336722252302e-07,-1.042912384110128e-07,-6.825539405238392e-08,-1.9235831214924403e-08,-1.0836836559327033e-07,-1.629379943713018e-08,1.0503390474282818e-08,-8.70692121814733e-08,8.586270668296667e-08,4.4604982615200475e-08,5.016145372462156e-08,3.694729463304508e-08,5.690778534622078e-09,5.4669401101754955e-09,8.132322153264383e-09,1.213884009415881e-08,-1.086916423553433e-09,9.275280550927161e-10
0.47619047619047616,2.4740934760847797e-06,2.249298933632997e-07,-7.144153799426711e-09,8.617065284665226e-08,-3.3297915333828688e-09,-6.78295460204337e-08,-1.4683851387395205e-08,-4.697235096810304e-08,2.303706968020218e-08,1.4678693322425432e-08,1.4053026193706902e-07,-2.5238467274588577e-08,-8.769035837415444e-09,5.356105835375782e-09,7.748334685322694e-09,4.569908542636802e-11,-5.556105946484108e-09,-3.663778333413683e-09,1.4018608742929076e-09,1.1128730746483995e-09
0.4988662131519274,2.9468050666874645e-06,1.0073798798480806e-06,-8.10609063687506e-08,-2.9170142870611424e-07,-7.467797233104944e-09,-6.070887690602182e-08,6.654602621403332e-08,2.807473492612366e-08,-9.365031504846054e-09,-4.1821921228048626e-08,-1.012480239869334e-07,-1.169630545870641e-08,-1.9442960185706198e-08,-1.4391806186334353e-08,-4.047888710338782e-10,-2.8390653647265946e-09,-6.434822864248735e-09,-1.2633059693700468e-09,3.0848302367344545e-09,2.429757858711928e-10
0.5215419501133787,2.421847255650964e-07,-1.356478072040434e-06,-8.066317749844025e-07,1.410507039769679e-07,-1.0898967859721979e-07,-4.085157061410983e-09,1.1310485146919797e-07,6.412479522248069e-08,-1.60833107157878e-08,-3.129768326737123e-08,6.169238150035041e-08,-1.9214926368805735e-08,-1.8303300361925262e-08,-3.011914185622535e-08,-2.286721239032206e-08,-1.4783370052423621e-08,-5.009245773284927e-09,-7.738083959358358e-09,-6.697943150233555e-09,-6.459359312680227e-09
